DATE,DOW,RATE_CODE,MARKET_CODE,RATE_DESC,NO_ROOMS,REVENUE
6/9/2017,Fri,GUESS,CORP,Guess,0,0
6/9/2017,Fri,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
6/9/2017,Fri,HAVAS,CORP,Havas,0,0
6/9/2017,Fri,HCHEER,PKG,Holiday Cheer Package,0,0
6/9/2017,Fri,HICKORY,CONS,Hickory Global Partners Travel,0,0
6/9/2017,Fri,HLWN,PKG,Get Spooked - Halloween Package,0,0
6/9/2017,Fri,HMH,CORP,Houghton Mifflin Harcourt,1,385
6/9/2017,Fri,HOLTREN,CORP,Holt Renfrew,2,705.75
6/9/2017,Fri,HONEYMOON,PKG,Get Hitched Package,0,0
6/9/2017,Fri,HOTELWEEK,PKG,Hotel Week,0,0
6/9/2017,Fri,HRG,CONS,HRG,0,0
6/9/2017,Fri,HW0,DIST,HOTWIRE - Opaque,0,0
6/9/2017,Fri,IBM,CORP,IBM,0,0
6/9/2017,Fri,INDUSTRY,SPEC,Travel Agent Discount,0,0
6/9/2017,Fri,INTERPAR,CORP,Interparfums Corporate Rate,1,305
6/9/2017,Fri,IPG,CORP,IPG,0,0
6/9/2017,Fri,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
6/9/2017,Fri,JTB,CONS,JTB Consortia,0,0
6/9/2017,Fri,KAO,CORP,"Kao USA, Inc.",0,0
6/9/2017,Fri,LI&FUNG,CORP,LI FUNG GBG,0,0
6/9/2017,Fri,LIMITED,CORP,L Brands (Limited Brands),0,0
6/9/2017,Fri,LINKEDIN,CORP,LinkedIn,0,0
6/9/2017,Fri,LIST,RACK,Welcome,0,0
6/9/2017,Fri,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),0,0
6/9/2017,Fri,LOISLANE,CORP,Lois Lane Travel,0,0
6/9/2017,Fri,MAG,CORP,Magellan Vacations,2,695.2
6/9/2017,Fri,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
6/9/2017,Fri,MAGLOS5,CORP,Magellan Exclusive Offer,5,1652
6/9/2017,Fri,MAGNET,CORP,Magellan Vacations Special Offer,0,0
6/9/2017,Fri,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
6/9/2017,Fri,MEDIA/PR,SPEC,Special Media & PR rates,1,300
6/9/2017,Fri,MESIROW,CORP,Mesirow Financial Corp,0,0
6/9/2017,Fri,MGDISC,CORP,Magma Global,0,0
6/9/2017,Fri,MONIQUE,CORP,Monique Lhuillier,0,0
6/9/2017,Fri,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
6/9/2017,Fri,NEWERA,CORP,New Era Cap Co.,0,0
6/9/2017,Fri,NIKE,CORP,Nike,0,0
6/9/2017,Fri,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
6/9/2017,Fri,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
6/9/2017,Fri,NYLIFE,CORP,New York Life,0,0
6/9/2017,Fri,OMEGA,CONS,Omega World Travel,0,0
6/9/2017,Fri,ONECLUB,CORP,One Club Corporate Rate,0,0
6/9/2017,Fri,OVA,CONS,Ovation Travel / Lawyers Travel,0,0
6/9/2017,Fri,OVAPRO,CORP,Ovation Promotion,0,0
6/9/2017,Fri,OVERSEA,CORP,Oversea's Travel,0,0
6/9/2017,Fri,PARKNG,PKG,Valet Parking Package,0,0
6/9/2017,Fri,PERNOD,CORP,Pernod Ricard,0,0
6/9/2017,Fri,POP,CORP,Popsugar,1,380
6/9/2017,Fri,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
6/9/2017,Fri,PRO,CONS,Protravel,0,0
6/9/2017,Fri,PROM2,RACK,DO NOT USE-Best Available Rate,28,10574.65
6/9/2017,Fri,PROWORLD,CORP,Project Worldwide,0,0
6/9/2017,Fri,PUBLICIS,CORP,Publicis Groupe,0,0
6/9/2017,Fri,PVH,CORP,PVH Corp,0,0
6/9/2017,Fri,QUINN,CORP,Quinn Emanuel,1,400
6/9/2017,Fri,R&R,PKG,Rejuvenate & Relax,0,0
6/9/2017,Fri,RACK,RACK,Rack Rate,0,0
6/9/2017,Fri,RADIUS,CONS,Radius Consortia,0,0
6/9/2017,Fri,RADIUSNET,CONS,Radius Non Commish Rate,0,0
6/9/2017,Fri,RSB,WHOL,Russian Service Bureau,0,0
6/9/2017,Fri,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
6/9/2017,Fri,SCRIP,CORP,Scripps Networks,0,0
6/9/2017,Fri,SECRETESC,DIST,Secret Escapes,0,0
6/9/2017,Fri,SHARE,RACK,Share with reservation* Do not use anymore,0,0
6/9/2017,Fri,SHUTTER,CORP,Shutterstock,0,0
6/9/2017,Fri,SNOW,RACK,Snowstorm,0,0
6/9/2017,Fri,SONY,CORP,Sony Corporation,0,0
6/9/2017,Fri,SPEC,SPEC,Special Rate,3,995
6/9/2017,Fri,SR,CORP,SR Travel Services,0,0
6/9/2017,Fri,STAYPROMO1,RACK,"Stay 3 Nights, Get 20% Off",0,0
6/9/2017,Fri,STAYPROMO2,RACK,"Stay 4 Nights, Get 25% Off",0,0
6/9/2017,Fri,STAYPROMO3,RACK,"Stay 5 Nights, Get 30% Off",0,0
6/9/2017,Fri,SUITEDEALS,RACK,Suiiteness Promotion,6,3254
6/9/2017,Fri,SUITENESS,DIST,Suiteness OTA,1,590
6/9/2017,Fri,SUITEWEEKEND,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/9/2017,Fri,SUITEWKEND2,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/9/2017,Fri,TABLET,DIST,Tablet Hotels,0,0
6/9/2017,Fri,TABLETPRO,DIST,Tablet Advance Purchase Rate,0,0
6/9/2017,Fri,TARGET,CORP,Target,0,0
6/9/2017,Fri,TEAM,WHOL,Team America,0,0
6/9/2017,Fri,THOR,CONS,Thor Consortia,0,0
6/9/2017,Fri,TIFFANY,CORP,Tiffany's & Co,0,0
6/9/2017,Fri,TIME,CORP,Time Warner Entertainment,0,0
6/9/2017,Fri,TJX,CORP,"TJX Companies, INC",0,0
6/9/2017,Fri,TONIGHT,DIST,Hotel Tonight,0,0
6/9/2017,Fri,TOURICO,WHOL,Tourico Holidays,1,443
6/9/2017,Fri,TOURICO2,WHOL,Tourico Holidays - Static Rates,0,0
6/9/2017,Fri,TRANSPORT,CONS,Travel & Transport,0,0
6/9/2017,Fri,TRAVIMP,WHOL,Travel Impressions,0,0
6/9/2017,Fri,TRVLSVRS,CONS,TravelSavers Consortia,0,0
6/9/2017,Fri,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
6/9/2017,Fri,TZELL,CONS,1 Travel Leaders Worldwide Program,3,1144.4
6/9/2017,Fri,UBM,CORP,United Business Media,0,0
6/9/2017,Fri,ULTRAMAR,CORP,Ultramar Travel,0,0
6/9/2017,Fri,UPSELL,RACK,Upsell * Do not use anymore,1,600
6/9/2017,Fri,USTRAVEL,CORP,USA Travel Pro,0,0
6/9/2017,Fri,VALUE,CORP,Value Retail,0,0
6/9/2017,Fri,VIA,CORP,VIA Agency,0,0
6/9/2017,Fri,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,0,0
6/9/2017,Fri,VIRTUO,CONS,Virtuoso Hotel & Resort Program,0,0
6/9/2017,Fri,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
6/9/2017,Fri,WELLS,CORP,Wells Fargo,0,0
6/9/2017,Fri,WEWORK,CORP,WeWork - The Physical Social Network,0,0
6/9/2017,Fri,WGS,CORP,William Grant and Sons,0,0
6/9/2017,Fri,WIN,CONS,WIN Consortia,0,0
6/9/2017,Fri,WMEIMG,CORP,WME | IMG,0,0
6/9/2017,Fri,WMG,CORP,Wasserman Media Group,0,0
6/9/2017,Fri,WPP,CORP,WPP,1,335
6/9/2017,Fri,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,0,0
6/10/2017,Sat,AAA,RACK,AAA Hotel Lodging Program,11,4340.8
6/10/2017,Sat,ABC,CONS,ABC Consortia,0,0
6/10/2017,Sat,ABU,CORP,Abu Dhabi Investment Council,0,0
6/10/2017,Sat,ACTIVISION,CORP,Activision Blizzard,0,0
6/10/2017,Sat,AGODA,DIST,Agoda OTA Free Cancellation,0,0
6/10/2017,Sat,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,1,249.26
6/10/2017,Sat,AGODAOPQ,DIST,Agoda/Priceline Opaque,7,1785.81
6/10/2017,Sat,AICP,CORP,Aicp,0,0
6/10/2017,Sat,AKAMAI,CORP,Akamai Technologies,0,0
6/10/2017,Sat,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),0,0
6/10/2017,Sat,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),0,0
6/10/2017,Sat,AMAZON,CORP,Amazon/Zappos,0,0
6/10/2017,Sat,AMEX,CONS,American Express,8,2979
6/10/2017,Sat,AOL,CORP,Oath Inc.,0,0
6/10/2017,Sat,AP10,RACK,Advanced Purchase Rate,0,0
6/10/2017,Sat,AP30,RACK,90 Day Advanced Purchase Promotion,10,4041
6/10/2017,Sat,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
6/10/2017,Sat,APPT,CORP,Appointment Group,0,0
6/10/2017,Sat,ARF,CORP,Advertising Research Foundation,0,0
6/10/2017,Sat,ASB,CORP,American Standard Brands,0,0
6/10/2017,Sat,ASCENA,CORP,Ascena Retail Group,0,0
6/10/2017,Sat,ASP,CORP,Aspen Travel,0,0
6/10/2017,Sat,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
6/10/2017,Sat,BAR,RACK,Best Available Rate,0,0
6/10/2017,Sat,BARCLAYS,CORP,Barclays,0,0
6/10/2017,Sat,BART,SPEC,Barter/Trade,0,0
6/10/2017,Sat,BCD,CONS,BCD/BCP,0,0
6/10/2017,Sat,BCG,CORP,Boston Consulting Group,0,0
6/10/2017,Sat,BFAST,PKG,Bed & Breakfast Package,0,0
6/10/2017,Sat,BLUE,CORP,Blue Cube Travel,0,0
6/10/2017,Sat,BONO,WHOL,Bonotel Dynamic Free Cancellation,4,1297
6/10/2017,Sat,BONOPRO,WHOL,Bonotel Promotion,1,326
6/10/2017,Sat,BOOK,DIST,Booking.com,20,6828.5
6/10/2017,Sat,BOOK20,DIST,Booking.com 20% off,0,0
6/10/2017,Sat,BOOKINT,DIST,Booking.com International,1,270
6/10/2017,Sat,BOOKINT2,DIST,Booking.com International 2,0,0
6/10/2017,Sat,BOOKNF,DIST,Booking.com Non-Refundable 10%,5,1546.5
6/10/2017,Sat,BOOKPRO,DIST,Booking.com Special Offer (Promotion),7,2285.47
6/10/2017,Sat,BOUNCE15,RACK,Bounce/Fall Back Rate - *Use Source Code when book directly,0,0
6/10/2017,Sat,BROADRIDGE,CORP,"Broadridge Financial Solutions, Inc",0,0
6/10/2017,Sat,BUSTLE,CORP,Bustle Negotiated Rate,1,385
6/10/2017,Sat,CCRA,CONS,CCRA Consortia,0,0
6/10/2017,Sat,CHICO,CORP,Chico's FAS,0,0
6/10/2017,Sat,CHRISTIES,CORP,Christie's,0,0
6/10/2017,Sat,CITI,CORP,Citgroup,0,0
6/10/2017,Sat,CMRTRACK,CORP,Consumer Track,0,0
6/10/2017,Sat,COZY,PKG,Get Cozy Package,0,0
6/10/2017,Sat,CPT,CORP,Columbia Property Trust,0,0
6/10/2017,Sat,CREDIT,CORP,Credit Suisse,2,640
6/10/2017,Sat,CRITEO,CORP,CRITEO Corporate rate,0,0
6/10/2017,Sat,CRSIGHT,CORP,Credit Sights,0,0
6/10/2017,Sat,CWT,CONS,Carlson Wagonlit,0,0
6/10/2017,Sat,CYBER,RACK,Cyber Monday Sale,0,0
6/10/2017,Sat,CYBERSUITE,RACK,Cyber Monday Sale - Suite Code,0,0
6/10/2017,Sat,CYCLE,PKG,Tour De Domestique Cycling Package,0,0
6/10/2017,Sat,DER,CONS,Der Consortia Program,0,0
6/10/2017,Sat,EAGLE,CORP,American Eagle Outfitters,0,0
6/10/2017,Sat,EGENCIA,DIST,DO NOT USE-Egencia Corporate Travel (Expedia),0,0
6/10/2017,Sat,ELEMIS,CORP,Elemis,0,0
6/10/2017,Sat,EMBASSY,CORP,Embassy Row,0,0
6/10/2017,Sat,ENTER,CORP,Entertainment Industry Rate,1,550
6/10/2017,Sat,EXEC,CORP,Executive Reservation,4,1554
6/10/2017,Sat,EXPAPNF,DIST,Expedia Advanced Purchase - NF,7,1474.2
6/10/2017,Sat,EXPDEXC,DIST,Expedia Collect,11,3576.4
6/10/2017,Sat,EXPDHTC,DIST,Expedia Hotel Collect,10,3366
6/10/2017,Sat,EXPDPKG,DIST,Expedia Package,5,1172.52
6/10/2017,Sat,EXPPROMO,DIST,Expedia Advance Purchase Promo,29,7155.24
6/10/2017,Sat,EXPRESS,CORP,Express,0,0
6/10/2017,Sat,FACEBOOK,CORP,Facebook,0,0
6/10/2017,Sat,FANATICS,CORP,Fanatics,0,0
6/10/2017,Sat,FCM,CONS,Flight Center Corporate (FCM),0,0
6/10/2017,Sat,FIJI,CORP,Fiji Water Negotiated,2,600
6/10/2017,Sat,FINCHLEY,CORP,Finchley Group,0,0
6/10/2017,Sat,FLM,CORP,First Look Media,0,0
6/10/2017,Sat,FOUNDER,CORP,Founderscard,2,1124
6/10/2017,Sat,FROSCH,CONS,Frosch Hotel Collection,0,0
6/10/2017,Sat,FTOURN,WHOL,Tourico Holiday Advance Purchase,0,0
6/10/2017,Sat,FULLSCREEN,CORP,Fullscreen Inc. Negotiated,0,0
6/10/2017,Sat,GETAROOM,DIST,Get A Room - Standalone,0,0
6/10/2017,Sat,GETAROOMPR,DIST,Get A Room - Promotional Rate Plan,0,0
6/10/2017,Sat,GETAROOMPS,DIST,Get A Room - Private Sale Rate Plan,1,297
6/10/2017,Sat,GETFLY,PKG,"Get Fly, Ride with Us package",0,0
6/10/2017,Sat,GETINTIMATE,PKG,Get Intimate Package,0,0
6/10/2017,Sat,GETITALL,PKG,Get it All Package,5,2025
6/10/2017,Sat,GETLOCAL,PKG,Get Local Package,4,1430
6/10/2017,Sat,GETLOVE,PKG,Get Love Package,0,0
6/10/2017,Sat,GETPAMPERED,PKG,Get Pampered Package,0,0
6/10/2017,Sat,GM,CORP,General Motors,0,0
6/10/2017,Sat,GOLD,CORP,Goldman Sachs,0,0
6/10/2017,Sat,GSM,CONS,GSM Travel,0,0
6/10/2017,Sat,GTA,WHOL,GTA Travel North America - Dynamic Free CXL,0,0
6/10/2017,Sat,GTA2,WHOL,GTA Static Rates,0,0
6/10/2017,Sat,GUESS,CORP,Guess,0,0
6/10/2017,Sat,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
6/10/2017,Sat,HAVAS,CORP,Havas,0,0
6/10/2017,Sat,HCHEER,PKG,Holiday Cheer Package,0,0
6/10/2017,Sat,HICKORY,CONS,Hickory Global Partners Travel,0,0
6/10/2017,Sat,HLWN,PKG,Get Spooked - Halloween Package,0,0
6/10/2017,Sat,HMH,CORP,Houghton Mifflin Harcourt,0,0
6/10/2017,Sat,HOLTREN,CORP,Holt Renfrew,1,370
6/10/2017,Sat,HONEYMOON,PKG,Get Hitched Package,0,0
6/10/2017,Sat,HOTELWEEK,PKG,Hotel Week,0,0
6/10/2017,Sat,HRG,CONS,HRG,0,0
6/10/2017,Sat,HW0,DIST,HOTWIRE - Opaque,0,0
6/10/2017,Sat,IBM,CORP,IBM,0,0
6/10/2017,Sat,INDUSTRY,SPEC,Travel Agent Discount,0,0
6/10/2017,Sat,INTERPAR,CORP,Interparfums Corporate Rate,0,0
6/10/2017,Sat,IPG,CORP,IPG,0,0
6/10/2017,Sat,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
6/10/2017,Sat,JTB,CONS,JTB Consortia,0,0
6/10/2017,Sat,KAO,CORP,"Kao USA, Inc.",0,0
6/10/2017,Sat,LI&FUNG,CORP,LI FUNG GBG,0,0
6/10/2017,Sat,LIMITED,CORP,L Brands (Limited Brands),0,0
6/10/2017,Sat,LINKEDIN,CORP,LinkedIn,0,0
6/10/2017,Sat,LIST,RACK,Welcome,1,335
6/10/2017,Sat,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),0,0
6/10/2017,Sat,LOISLANE,CORP,Lois Lane Travel,0,0
6/10/2017,Sat,MAG,CORP,Magellan Vacations,4,1553.2
6/10/2017,Sat,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
6/10/2017,Sat,MAGLOS5,CORP,Magellan Exclusive Offer,4,1312
6/10/2017,Sat,MAGNET,CORP,Magellan Vacations Special Offer,0,0
6/10/2017,Sat,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
6/10/2017,Sat,MEDIA/PR,SPEC,Special Media & PR rates,0,0
6/10/2017,Sat,MESIROW,CORP,Mesirow Financial Corp,0,0
6/10/2017,Sat,MGDISC,CORP,Magma Global,0,0
6/10/2017,Sat,MONIQUE,CORP,Monique Lhuillier,0,0
6/10/2017,Sat,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
6/10/2017,Sat,NEWERA,CORP,New Era Cap Co.,0,0
6/10/2017,Sat,NIKE,CORP,Nike,0,0
6/10/2017,Sat,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
6/10/2017,Sat,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
6/10/2017,Sat,NYLIFE,CORP,New York Life,1,325
6/10/2017,Sat,OMEGA,CONS,Omega World Travel,0,0
6/10/2017,Sat,ONECLUB,CORP,One Club Corporate Rate,0,0
6/10/2017,Sat,OVA,CONS,Ovation Travel / Lawyers Travel,0,0
6/10/2017,Sat,OVAPRO,CORP,Ovation Promotion,0,0
6/10/2017,Sat,OVERSEA,CORP,Oversea's Travel,0,0
6/10/2017,Sat,PARKNG,PKG,Valet Parking Package,0,0
6/10/2017,Sat,PERNOD,CORP,Pernod Ricard,0,0
6/10/2017,Sat,POP,CORP,Popsugar,0,0
6/10/2017,Sat,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
6/10/2017,Sat,PRO,CONS,Protravel,0,0
6/10/2017,Sat,PROM2,RACK,DO NOT USE-Best Available Rate,39,14665.15
6/10/2017,Sat,PROWORLD,CORP,Project Worldwide,0,0
6/10/2017,Sat,PUBLICIS,CORP,Publicis Groupe,0,0
6/10/2017,Sat,PVH,CORP,PVH Corp,0,0
6/10/2017,Sat,QUINN,CORP,Quinn Emanuel,1,400
6/10/2017,Sat,R&R,PKG,Rejuvenate & Relax,0,0
6/10/2017,Sat,RACK,RACK,Rack Rate,1,595
6/10/2017,Sat,RADIUS,CONS,Radius Consortia,0,0
6/10/2017,Sat,RADIUSNET,CONS,Radius Non Commish Rate,0,0
6/10/2017,Sat,RSB,WHOL,Russian Service Bureau,0,0
6/10/2017,Sat,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
6/10/2017,Sat,SCRIP,CORP,Scripps Networks,0,0
6/10/2017,Sat,SECRETESC,DIST,Secret Escapes,0,0
6/10/2017,Sat,SHARE,RACK,Share with reservation* Do not use anymore,1,0
6/10/2017,Sat,SHUTTER,CORP,Shutterstock,0,0
6/10/2017,Sat,SNOW,RACK,Snowstorm,0,0
6/10/2017,Sat,SONY,CORP,Sony Corporation,0,0
6/10/2017,Sat,SPEC,SPEC,Special Rate,4,1235
6/10/2017,Sat,SR,CORP,SR Travel Services,0,0
6/10/2017,Sat,STAYPROMO1,RACK,"Stay 3 Nights, Get 20% Off",0,0
6/10/2017,Sat,STAYPROMO2,RACK,"Stay 4 Nights, Get 25% Off",0,0
6/10/2017,Sat,STAYPROMO3,RACK,"Stay 5 Nights, Get 30% Off",0,0
6/10/2017,Sat,SUITEDEALS,RACK,Suiiteness Promotion,6,3198
6/10/2017,Sat,SUITENESS,DIST,Suiteness OTA,1,630
6/10/2017,Sat,SUITEWEEKEND,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/10/2017,Sat,SUITEWKEND2,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/10/2017,Sat,TABLET,DIST,Tablet Hotels,0,0
6/10/2017,Sat,TABLETPRO,DIST,Tablet Advance Purchase Rate,0,0
6/10/2017,Sat,TARGET,CORP,Target,0,0
6/10/2017,Sat,TEAM,WHOL,Team America,0,0
6/10/2017,Sat,THOR,CONS,Thor Consortia,0,0
6/10/2017,Sat,TIFFANY,CORP,Tiffany's & Co,0,0
6/10/2017,Sat,TIME,CORP,Time Warner Entertainment,0,0
6/10/2017,Sat,TJX,CORP,"TJX Companies, INC",0,0
6/10/2017,Sat,TONIGHT,DIST,Hotel Tonight,0,0
6/10/2017,Sat,TOURICO,WHOL,Tourico Holidays,1,488
6/10/2017,Sat,TOURICO2,WHOL,Tourico Holidays - Static Rates,0,0
6/10/2017,Sat,TRANSPORT,CONS,Travel & Transport,0,0
6/10/2017,Sat,TRAVIMP,WHOL,Travel Impressions,0,0
6/10/2017,Sat,TRVLSVRS,CONS,TravelSavers Consortia,0,0
6/10/2017,Sat,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
6/10/2017,Sat,TZELL,CONS,1 Travel Leaders Worldwide Program,3,957
6/10/2017,Sat,UBM,CORP,United Business Media,0,0
6/10/2017,Sat,ULTRAMAR,CORP,Ultramar Travel,0,0
6/10/2017,Sat,UPSELL,RACK,Upsell * Do not use anymore,2,1300
6/10/2017,Sat,USTRAVEL,CORP,USA Travel Pro,0,0
6/10/2017,Sat,VALUE,CORP,Value Retail,0,0
6/10/2017,Sat,VIA,CORP,VIA Agency,0,0
6/10/2017,Sat,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,1,504
6/10/2017,Sat,VIRTUO,CONS,Virtuoso Hotel & Resort Program,1,3700
6/10/2017,Sat,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
6/10/2017,Sat,WELLS,CORP,Wells Fargo,0,0
6/10/2017,Sat,WEWORK,CORP,WeWork - The Physical Social Network,0,0
6/10/2017,Sat,WGS,CORP,William Grant and Sons,0,0
6/10/2017,Sat,WIN,CONS,WIN Consortia,0,0
6/10/2017,Sat,WMEIMG,CORP,WME | IMG,0,0
6/10/2017,Sat,WMG,CORP,Wasserman Media Group,0,0
6/10/2017,Sat,WPP,CORP,WPP,1,345
6/10/2017,Sat,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,0,0
6/11/2017,Sun,AAA,RACK,AAA Hotel Lodging Program,5,1637
6/11/2017,Sun,ABC,CONS,ABC Consortia,1,229.5
6/11/2017,Sun,ABU,CORP,Abu Dhabi Investment Council,0,0
6/11/2017,Sun,ACTIVISION,CORP,Activision Blizzard,0,0
6/11/2017,Sun,AGODA,DIST,Agoda OTA Free Cancellation,0,0
6/11/2017,Sun,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,1,213.14
6/11/2017,Sun,AGODAOPQ,DIST,Agoda/Priceline Opaque,6,1148.65
6/11/2017,Sun,AICP,CORP,Aicp,0,0
6/11/2017,Sun,AKAMAI,CORP,Akamai Technologies,0,0
6/11/2017,Sun,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),0,0
6/11/2017,Sun,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),0,0
6/11/2017,Sun,AMAZON,CORP,Amazon/Zappos,0,0
6/11/2017,Sun,AMEX,CONS,American Express,6,1809
6/11/2017,Sun,AOL,CORP,Oath Inc.,0,0
6/11/2017,Sun,AP10,RACK,Advanced Purchase Rate,0,0
6/11/2017,Sun,AP30,RACK,90 Day Advanced Purchase Promotion,6,2148
6/11/2017,Sun,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
6/11/2017,Sun,APPT,CORP,Appointment Group,0,0
6/11/2017,Sun,ARF,CORP,Advertising Research Foundation,0,0
6/11/2017,Sun,ASB,CORP,American Standard Brands,0,0
6/11/2017,Sun,ASCENA,CORP,Ascena Retail Group,0,0
6/11/2017,Sun,ASP,CORP,Aspen Travel,0,0
6/11/2017,Sun,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
6/11/2017,Sun,BAR,RACK,Best Available Rate,0,0
6/11/2017,Sun,BARCLAYS,CORP,Barclays,0,0
6/11/2017,Sun,BART,SPEC,Barter/Trade,0,0
6/11/2017,Sun,BCD,CONS,BCD/BCP,0,0
6/11/2017,Sun,BCG,CORP,Boston Consulting Group,0,0
6/11/2017,Sun,BFAST,PKG,Bed & Breakfast Package,0,0
6/11/2017,Sun,BLUE,CORP,Blue Cube Travel,0,0
6/11/2017,Sun,BONO,WHOL,Bonotel Dynamic Free Cancellation,4,1026.25
6/11/2017,Sun,BONOPRO,WHOL,Bonotel Promotion,1,249
6/11/2017,Sun,BOOK,DIST,Booking.com,13,3640.5
6/11/2017,Sun,BOOK20,DIST,Booking.com 20% off,0,0
6/11/2017,Sun,BOOKINT,DIST,Booking.com International,1,253
6/11/2017,Sun,BOOKINT2,DIST,Booking.com International 2,0,0
6/11/2017,Sun,BOOKNF,DIST,Booking.com Non-Refundable 10%,5,1481
6/11/2017,Sun,BOOKPRO,DIST,Booking.com Special Offer (Promotion),5,1351.97
6/11/2017,Sun,BOUNCE15,RACK,Bounce/Fall Back Rate - *Use Source Code when book directly,0,0
6/11/2017,Sun,BROADRIDGE,CORP,"Broadridge Financial Solutions, Inc",0,0
6/11/2017,Sun,BUSTLE,CORP,Bustle Negotiated Rate,1,385
6/11/2017,Sun,CCRA,CONS,CCRA Consortia,0,0
6/11/2017,Sun,CHICO,CORP,Chico's FAS,0,0
6/11/2017,Sun,CHRISTIES,CORP,Christie's,0,0
6/11/2017,Sun,CITI,CORP,Citgroup,3,855
6/11/2017,Sun,CMRTRACK,CORP,Consumer Track,0,0
6/11/2017,Sun,COZY,PKG,Get Cozy Package,0,0
6/11/2017,Sun,CPT,CORP,Columbia Property Trust,0,0
6/11/2017,Sun,CREDIT,CORP,Credit Suisse,4,1200
6/11/2017,Sun,CRITEO,CORP,CRITEO Corporate rate,0,0
6/11/2017,Sun,CRSIGHT,CORP,Credit Sights,0,0
6/11/2017,Sun,CWT,CONS,Carlson Wagonlit,1,265.5
6/11/2017,Sun,CYBER,RACK,Cyber Monday Sale,0,0
6/11/2017,Sun,CYBERSUITE,RACK,Cyber Monday Sale - Suite Code,0,0
6/11/2017,Sun,CYCLE,PKG,Tour De Domestique Cycling Package,0,0
6/11/2017,Sun,DER,CONS,Der Consortia Program,0,0
6/11/2017,Sun,EAGLE,CORP,American Eagle Outfitters,0,0
6/11/2017,Sun,EGENCIA,DIST,DO NOT USE-Egencia Corporate Travel (Expedia),2,339.84
6/11/2017,Sun,ELEMIS,CORP,Elemis,0,0
6/11/2017,Sun,EMBASSY,CORP,Embassy Row,1,345
6/11/2017,Sun,ENTER,CORP,Entertainment Industry Rate,7,3270
6/11/2017,Sun,EXEC,CORP,Executive Reservation,4,1473
6/11/2017,Sun,EXPAPNF,DIST,Expedia Advanced Purchase - NF,3,622.2
6/11/2017,Sun,EXPDEXC,DIST,Expedia Collect,4,1028.4
6/11/2017,Sun,EXPDHTC,DIST,Expedia Hotel Collect,6,1905.5
6/11/2017,Sun,EXPDPKG,DIST,Expedia Package,5,1061.32
6/11/2017,Sun,EXPPROMO,DIST,Expedia Advance Purchase Promo,13,2756.88
6/11/2017,Sun,EXPRESS,CORP,Express,1,395
6/11/2017,Sun,FACEBOOK,CORP,Facebook,1,255
6/11/2017,Sun,FANATICS,CORP,Fanatics,0,0
